date,symbol,open,high,low,close,volume,market_cap,daily_return,sp500,treasury_spread,fear_greed,gold_price_usd
2022-03-24,LRC/USDT,1.1697,1.202,1.0389,1.081,151827886.0,164125944.766,-0.022386679000925,4520.16,0.21,40.0,1856.3
2022-03-25,LRC/USDT,1.081,1.1848,1.0298,1.0568,92777829.0,98047609.6872,-0.022386679000925,4543.06,0.18,47.0,1856.3
2022-03-26,LRC/USDT,1.057,1.1759,1.0424,1.0652,90755089.0,96672320.8028,0.0079485238455714,4543.06,0.18,51.0,1856.3
2022-03-27,LRC/USDT,1.0651,1.1455,1.04,1.1049,89185931.0,98541535.1619,0.0372699962448366,4543.06,0.18,49.0,1856.3
2022-03-28,LRC/USDT,1.1047,1.2781,1.0742,1.1294,182241160.0,205823166.104,0.0221739523938817,4575.52,0.11,60.0,1856.3
2022-03-29,LRC/USDT,1.1295,1.362,1.1262,1.2846,187522327.0,240891181.2642,0.1374180981051886,4631.6,0.06,56.0,1856.3
2022-03-30,LRC/USDT,1.2843,1.327,1.2116,1.2699,84454679.0,107248996.8621,-0.0114432508173749,4602.45,0.04,55.0,1856.3
2022-03-31,LRC/USDT,1.2699,1.34,1.1351,1.1648,96378309.0,112261454.3232,-0.0827624222379714,4530.41,0.04,52.0,1947.8
2022-04-01,LRC/USDT,1.1645,1.227,1.0982,1.1866,64248330.0,76237068.378,0.0187156593406594,4545.86,-0.05,50.0,1947.8
2022-04-02,LRC/USDT,1.1868,1.2299,1.1354,1.1392,38042991.0,43338575.3472,-0.0399460643856397,4545.86,-0.05,52.0,1947.8
2022-04-03,LRC/USDT,1.1391,1.2037,1.1146,1.1867,29080672.0,34510033.462400004,0.0416959269662922,4545.86,-0.05,48.0,1947.8
2022-04-04,LRC/USDT,1.1867,1.1869,1.0785,1.1412,29830880.0,34043000.256,-0.0383416196174265,4582.64,-0.01,52.0,1947.8
2022-04-05,LRC/USDT,1.1409,1.195,1.1011,1.1046,34518344.0,38128962.782400005,-0.0320715036803365,4525.12,0.03,53.0,1947.8
2022-04-06,LRC/USDT,1.1047,1.1081,0.9629,0.9668,41795340.0,40407734.712,-0.124751041100851,4481.15,0.11,48.0,1947.8
2022-03-24,XRP/USDT,0.8376,0.85,0.8272,0.8428,282122073.0,237772483.1244,-0.0224252491694352,4520.16,0.21,40.0,1856.3
2022-03-25,XRP/USDT,0.8428,0.8459,0.8185,0.8239,214450998.0,176686177.2522,-0.0224252491694352,4543.06,0.18,47.0,1856.3
2022-03-26,XRP/USDT,0.8239,0.8349,0.8206,0.8327,122433652.0,101950502.0204,0.0106809078771696,4543.06,0.18,51.0,1856.3
2022-03-27,XRP/USDT,0.8326,0.8582,0.8275,0.858,198619688.0,170415692.304,0.0303830911492735,4543.06,0.18,49.0,1856.3
2022-03-28,XRP/USDT,0.8579,0.93,0.8528,0.8641,479199201.0,414076029.5841,0.0071095571095571,4575.52,0.11,60.0,1856.3
2022-03-29,XRP/USDT,0.864,0.8857,0.8389,0.8577,264756291.0,227081470.7907,-0.0074065501678045,4631.6,0.06,56.0,1856.3
2022-03-30,XRP/USDT,0.8576,0.8718,0.8455,0.8613,201046259.0,173161142.87669998,0.0041972717733471,4602.45,0.04,55.0,1856.3
2022-03-31,XRP/USDT,0.8613,0.8737,0.7794,0.8148,366939277.0,298982122.8996,-0.0539881574364332,4530.41,0.04,52.0,1947.8
2022-04-01,XRP/USDT,0.8149,0.8343,0.807,0.8277,254001232.0,210236819.7264,0.0158321060382915,4545.86,-0.05,50.0,1947.8
2022-04-02,XRP/USDT,0.8277,0.8499,0.8185,0.824,210041825.0,173074463.79999998,-0.0044702186782651,4545.86,-0.05,52.0,1947.8
2022-04-03,XRP/USDT,0.824,0.8519,0.8143,0.8432,159520162.0,134507400.5984,0.0233009708737863,4545.86,-0.05,48.0,1947.8
2022-04-04,XRP/USDT,0.8432,0.844,0.8041,0.826,216740017.0,179027254.042,-0.0203984819734345,4582.64,-0.01,52.0,1947.8
2022-04-05,XRP/USDT,0.8261,0.8366,0.8145,0.8164,174779509.0,142689991.1476,-0.0116222760290556,4525.12,0.03,53.0,1947.8
2022-04-06,XRP/USDT,0.8164,0.8184,0.7555,0.7595,348686323.0,264827262.3185,-0.0696962273395395,4481.15,0.11,48.0,1947.8
2022-03-24,CHR/USDT,0.4699,0.4906,0.451,0.4756,44144695.0,20995216.942,-0.0382674516400337,4520.16,0.21,40.0,1856.3
2022-03-25,CHR/USDT,0.4756,0.4843,0.4407,0.4574,31728074.0,14512421.0476,-0.0382674516400337,4543.06,0.18,47.0,1856.3
2022-03-26,CHR/USDT,0.457,0.4659,0.4498,0.4598,20836362.0,9580559.2476,0.0052470485351989,4543.06,0.18,51.0,1856.3
2022-03-27,CHR/USDT,0.4598,0.4899,0.4409,0.4865,36224652.0,17623293.198,0.0580687255328402,4543.06,0.18,49.0,1856.3
2022-03-28,CHR/USDT,0.4866,0.5621,0.4824,0.5127,93048610.0,47706022.347,0.0538540596094554,4575.52,0.11,60.0,1856.3
2022-03-29,CHR/USDT,0.513,0.5823,0.5058,0.5513,78554427.0,43307055.6051,0.0752876926077628,4631.6,0.06,56.0,1856.3
2022-03-30,CHR/USDT,0.551,0.5851,0.5242,0.5508,62330332.0,34331546.8656,-0.0009069472156721,4602.45,0.04,55.0,1856.3
2022-03-31,CHR/USDT,0.5511,0.5753,0.5011,0.5211,46828490.0,24402326.139,-0.0539215686274509,4530.41,0.04,52.0,1947.8
2022-04-01,CHR/USDT,0.5206,0.5688,0.4961,0.5495,42196235.0,23186831.1325,0.054500095950873,4545.86,-0.05,50.0,1947.8
2022-04-02,CHR/USDT,0.5495,0.6844,0.5431,0.5877,153866542.0,90427366.7334,0.0695177434030938,4545.86,-0.05,52.0,1947.8
2022-04-03,CHR/USDT,0.5877,0.6633,0.5738,0.6125,63768944.0,39058478.2,0.0421984005444955,4545.86,-0.05,48.0,1947.8
2022-04-04,CHR/USDT,0.6132,0.655,0.5829,0.6453,80550446.0,51979202.8038,0.053551020408163,4582.64,-0.01,52.0,1947.8
2022-04-05,CHR/USDT,0.645,0.6487,0.5749,0.5805,54283465.0,31511551.4325,-0.1004184100418409,4525.12,0.03,53.0,1947.8
2022-04-06,CHR/USDT,0.581,0.5813,0.4913,0.4945,66999236.0,33131122.202,-0.1481481481481481,4481.15,0.11,48.0,1947.8
2022-03-24,RVN/USDT,0.06292,0.06531,0.05999,0.06456,150838569.2,9738138.027552,-0.0593246592317224,4520.16,0.21,40.0,1856.3
2022-03-25,RVN/USDT,0.06458,0.06497,0.05911,0.06073,111207315.1,6753620.246022999,-0.0593246592317224,4543.06,0.18,47.0,1856.3
2022-03-26,RVN/USDT,0.06073,0.06963,0.05994,0.06628,241980960.4,16038498.055312002,0.0913881113123662,4543.06,0.18,51.0,1856.3
2022-03-27,RVN/USDT,0.06626,0.07412,0.0647,0.07264,513773605.4,37320514.696256,0.0959565479782738,4543.06,0.18,49.0,1856.3
2022-03-28,RVN/USDT,0.07263,0.07523,0.06691,0.0682,235589840.9,16067227.14938,-0.061123348017621,4575.52,0.11,60.0,1856.3
2022-03-29,RVN/USDT,0.06825,0.07449,0.06688,0.06917,226536620.1,15669538.012316998,0.0142228739002931,4631.6,0.06,56.0,1856.3
2022-03-30,RVN/USDT,0.06915,0.07194,0.06656,0.07011,142671840.2,10002722.716422,0.0135897065201677,4602.45,0.04,55.0,1856.3
2022-03-31,RVN/USDT,0.0701,0.07654,0.06759,0.06956,361321236.6,25133505.217896,-0.0078448152902582,4530.41,0.04,52.0,1947.8
2022-04-01,RVN/USDT,0.06953,0.07376,0.06566,0.07308,220834980.9,16138620.404172,0.0506037952846465,4545.86,-0.05,50.0,1947.8
2022-04-02,RVN/USDT,0.07308,0.0757,0.0705,0.07085,203225766.2,14398545.535269998,-0.0305145046524357,4545.86,-0.05,52.0,1947.8
2022-04-03,RVN/USDT,0.07094,0.07379,0.06968,0.07305,98360577.5,7185240.1863750005,0.0310515172900494,4545.86,-0.05,48.0,1947.8
2022-04-04,RVN/USDT,0.07304,0.07317,0.0666,0.0697,129446922.1,9022450.47037,-0.0458590006844628,4582.64,-0.01,52.0,1947.8
2022-04-05,RVN/USDT,0.06974,0.072,0.06743,0.06783,124457188.3,8441931.082389,-0.0268292682926828,4525.12,0.03,53.0,1947.8
2022-04-06,RVN/USDT,0.06779,0.06794,0.05881,0.05914,233859962.3,13830478.170422,-0.1281144036561994,4481.15,0.11,48.0,1947.8
2022-03-24,NKN/USDT,0.221,0.2496,0.2187,0.2335,24537491.0,5729504.1485,-0.0304068522483941,4520.16,0.21,40.0,1856.3
2022-03-25,NKN/USDT,0.2335,0.2398,0.2218,0.2264,8415535.0,1905277.124,-0.0304068522483941,4543.06,0.18,47.0,1856.3
2022-03-26,NKN/USDT,0.2267,0.236,0.2249,0.2325,4758420.0,1106332.65,0.0269434628975266,4543.06,0.18,51.0,1856.3
2022-03-27,NKN/USDT,0.2324,0.2493,0.2284,0.2493,23313181.0,5811976.0233,0.072258064516129,4543.06,0.18,49.0,1856.3
2022-03-28,NKN/USDT,0.2492,0.2908,0.2458,0.2512,46111772.0,11583277.1264,0.0076213397513036,4575.52,0.11,60.0,1856.3
2022-03-29,NKN/USDT,0.2513,0.2827,0.2501,0.2712,29444202.0,7985267.5824,0.0796178343949045,4631.6,0.06,56.0,1856.3
2022-03-30,NKN/USDT,0.2712,0.2844,0.2581,0.2725,17943289.0,4889546.2525,0.0047935103244838,4602.45,0.04,55.0,1856.3
2022-03-31,NKN/USDT,0.2724,0.3,0.2569,0.2674,26461702.0,7075859.114800001,-0.0187155963302751,4530.41,0.04,52.0,1947.8
2022-04-01,NKN/USDT,0.2676,0.2807,0.2531,0.2723,16307697.0,4440585.8931,0.0183246073298428,4545.86,-0.05,50.0,1947.8
2022-04-02,NKN/USDT,0.2724,0.3413,0.2706,0.29,67942292.0,19703264.68,0.0650018362100623,4545.86,-0.05,52.0,1947.8
2022-04-03,NKN/USDT,0.2898,0.3265,0.288,0.3093,62127956.0,19216176.7908,0.0665517241379312,4545.86,-0.05,48.0,1947.8
2022-04-04,NKN/USDT,0.3093,0.3206,0.2755,0.2938,22277076.0,6545004.9288,-0.0501131587455545,4582.64,-0.01,52.0,1947.8
2022-04-05,NKN/USDT,0.294,0.3029,0.2788,0.2808,10624179.0,2983269.4632,-0.0442477876106195,4525.12,0.03,53.0,1947.8
2022-04-06,NKN/USDT,0.2805,0.2817,0.2331,0.2341,21714487.0,5083361.4067,-0.1663105413105412,4481.15,0.11,48.0,1947.8
2022-03-24,CTXC/USDT,0.253,0.2575,0.251,0.2545,7573542.0,1927466.439,-0.0066797642436148,4520.16,0.21,40.0,1856.3
2022-03-25,CTXC/USDT,0.2545,0.267,0.2506,0.2528,10929816.0,2763057.4848,-0.0066797642436148,4543.06,0.18,47.0,1856.3
2022-03-26,CTXC/USDT,0.2528,0.2755,0.2512,0.2629,11323581.0,2976969.4449000005,0.0399525316455695,4543.06,0.18,51.0,1856.3
2022-03-27,CTXC/USDT,0.263,0.2699,0.2584,0.2689,9841599.0,2646405.9711,0.0228223659185999,4543.06,0.18,49.0,1856.3
2022-03-28,CTXC/USDT,0.2688,0.3093,0.2641,0.275,40215351.0,11059221.525,0.0226850130159912,4575.52,0.11,60.0,1856.3
2022-03-29,CTXC/USDT,0.2753,0.2906,0.2702,0.2775,15519621.0,4306694.827500001,0.009090909090909,4631.6,0.06,56.0,1856.3
2022-03-30,CTXC/USDT,0.2775,0.2807,0.2695,0.2753,9927896.0,2733149.7688,-0.007927927927928,4602.45,0.04,55.0,1856.3
2022-03-31,CTXC/USDT,0.2753,0.2847,0.2583,0.2602,13667998.0,3556413.0796,-0.0548492553577915,4530.41,0.04,52.0,1947.8
2022-04-01,CTXC/USDT,0.2603,0.2774,0.2538,0.2706,15013502.0,4062653.6412,0.0399692544196772,4545.86,-0.05,50.0,1947.8
2022-04-02,CTXC/USDT,0.2706,0.3588,0.2677,0.3102,72738512.0,22563486.4224,0.146341463414634,4545.86,-0.05,52.0,1947.8
2022-04-03,CTXC/USDT,0.3106,0.3214,0.2889,0.2925,35759898.0,10459770.165,-0.0570599613152804,4545.86,-0.05,48.0,1947.8
2022-04-04,CTXC/USDT,0.2925,0.433,0.2855,0.3805,264553024.0,100662425.632,0.3008547008547009,4582.64,-0.01,52.0,1947.8
2022-04-05,CTXC/USDT,0.3801,0.45,0.3141,0.3192,190122109.0,60686977.1928,-0.1611038107752956,4525.12,0.03,53.0,1947.8
2022-04-06,CTXC/USDT,0.3192,0.3193,0.2726,0.2732,30783986.0,8410184.9752,-0.1441102756892229,4481.15,0.11,48.0,1947.8
2022-03-24,USDC/USDT,0.9995,0.9997,0.9991,0.9995,241881669.0,241760728.1655,0.0001000500250125,4520.16,0.21,40.0,1856.3
2022-03-25,USDC/USDT,0.9995,0.9996,0.9991,0.9996,201942376.0,201861599.0496,0.0001000500250125,4543.06,0.18,47.0,1856.3
2022-03-26,USDC/USDT,0.9996,0.9997,0.9994,0.9995,106779847.0,106726457.0765,-0.0001000400160063,4543.06,0.18,51.0,1856.3
2022-03-27,USDC/USDT,0.9995,0.9997,0.9995,0.9997,145317746.0,145274150.6762,0.0002001000500249,4543.06,0.18,49.0,1856.3
2022-03-28,USDC/USDT,0.9996,0.9999,0.9994,0.9995,269891209.0,269756263.3955,-0.0002000600180054,4575.52,0.11,60.0,1856.3
2022-03-29,USDC/USDT,0.9995,0.9997,0.9995,0.9996,190061686.0,189985661.3256,0.0001000500250125,4631.6,0.06,56.0,1856.3
2022-03-30,USDC/USDT,0.9996,1.0,0.9995,0.9997,220270630.0,220204548.811,0.0001000400160064,4602.45,0.04,55.0,1856.3
2022-03-31,USDC/USDT,0.9997,0.9999,0.9995,0.9998,231219270.0,231173026.146,0.0001000300090026,4530.41,0.04,52.0,1947.8
2022-04-01,USDC/USDT,0.9997,0.9998,0.9995,0.9997,199998066.0,199938066.5802,-0.0001000200040007,4545.86,-0.05,50.0,1947.8
2022-04-02,USDC/USDT,0.9996,0.9998,0.9996,0.9997,139799360.0,139757420.192,0.0,4545.86,-0.05,52.0,1947.8
2022-04-03,USDC/USDT,0.9997,0.9998,0.9996,0.9997,127597200.0,127558920.84,0.0,4545.86,-0.05,48.0,1947.8
2022-04-04,USDC/USDT,0.9998,1.0,0.9997,0.9998,190334582.0,190296515.0836,0.0001000300090026,4582.64,-0.01,52.0,1947.8
2022-04-05,USDC/USDT,0.9998,0.9999,0.9997,0.9999,200385668.0,200365629.4332,0.0001000200040008,4525.12,0.03,53.0,1947.8
2022-04-06,USDC/USDT,0.9999,1.0001,0.9996,0.9999,284721222.0,284692749.8778,0.0,4481.15,0.11,48.0,1947.8
2022-03-24,XLM/USDT,0.2095,0.2167,0.2064,0.2149,88331341.0,18982405.1809,-0.0172173103769195,4520.16,0.21,40.0,1856.3
2022-03-25,XLM/USDT,0.2149,0.2206,0.2101,0.2112,101528533.0,21442826.1696,-0.0172173103769195,4543.06,0.18,47.0,1856.3
2022-03-26,XLM/USDT,0.2112,0.2158,0.209,0.2157,41830366.0,9022809.9462,0.0213068181818181,4543.06,0.18,51.0,1856.3
2022-03-27,XLM/USDT,0.2157,0.2315,0.2144,0.2297,93631971.0,21507263.7387,0.0649049605934166,4543.06,0.18,49.0,1856.3
2022-03-28,XLM/USDT,0.2297,0.2412,0.2279,0.2298,162990916.0,37455312.4968,0.0004353504571179,4575.52,0.11,60.0,1856.3
2022-03-29,XLM/USDT,0.2296,0.2397,0.2286,0.2331,105823792.0,24667525.9152,0.0143603133159269,4631.6,0.06,56.0,1856.3
2022-03-30,XLM/USDT,0.2332,0.2375,0.2262,0.2347,104708039.0,24574976.7533,0.0068640068640069,4602.45,0.04,55.0,1856.3
2022-03-31,XLM/USDT,0.2347,0.2417,0.2261,0.2283,158407090.0,36164338.647,-0.0272688538559863,4530.41,0.04,52.0,1947.8
2022-04-01,XLM/USDT,0.2282,0.2328,0.221,0.2325,111618785.0,25951367.512500003,0.0183968462549277,4545.86,-0.05,50.0,1947.8
2022-04-02,XLM/USDT,0.2325,0.2404,0.2301,0.2331,88177287.0,20554125.5997,0.0025806451612901,4545.86,-0.05,52.0,1947.8
2022-04-03,XLM/USDT,0.2331,0.2383,0.2302,0.237,58098619.0,13769372.703,0.0167310167310166,4545.86,-0.05,48.0,1947.8
2022-04-04,XLM/USDT,0.2371,0.2371,0.2265,0.2319,77806493.0,18043325.7267,-0.0215189873417721,4582.64,-0.01,52.0,1947.8
2022-04-05,XLM/USDT,0.2319,0.2341,0.2237,0.2248,62286265.0,14001952.372,-0.0306166451056489,4525.12,0.03,53.0,1947.8
2022-04-06,XLM/USDT,0.2248,0.2254,0.2021,0.2031,100822459.0,20477041.4229,-0.0965302491103202,4481.15,0.11,48.0,1947.8
2022-03-24,STPT/USDT,0.09239,0.09593,0.09095,0.09519,7499351.4,713863.259766,-0.0138670028364323,4520.16,0.21,40.0,1856.3
2022-03-25,STPT/USDT,0.0952,0.09558,0.0924,0.09387,5993435.4,562603.7809980001,-0.0138670028364323,4543.06,0.18,47.0,1856.3
2022-03-26,STPT/USDT,0.09405,0.09957,0.09254,0.09905,5988113.7,593122.661985,0.0551826994780015,4543.06,0.18,51.0,1856.3
2022-03-27,STPT/USDT,0.09906,0.11111,0.09704,0.10354,41993790.8,4348037.099431999,0.0453306410903584,4543.06,0.18,49.0,1856.3
2022-03-28,STPT/USDT,0.10374,0.10921,0.102,0.10511,16846159.0,1770699.77249,0.0151632219432102,4575.52,0.11,60.0,1856.3
2022-03-29,STPT/USDT,0.10478,0.10838,0.10206,0.10483,6958219.5,729430.150185,-0.0026638759394918,4631.6,0.06,56.0,1856.3
2022-03-30,STPT/USDT,0.10473,0.11281,0.1015,0.11167,11225632.3,1253566.3589410002,0.0652484975674903,4602.45,0.04,55.0,1856.3
2022-03-31,STPT/USDT,0.11168,0.1249,0.10811,0.11704,52730060.4,6171526.269216,0.0480881167726336,4530.41,0.04,52.0,1947.8
2022-04-01,STPT/USDT,0.11687,0.12148,0.1091,0.11715,14592888.7,1709556.911205,0.0009398496240602,4545.86,-0.05,50.0,1947.8
2022-04-02,STPT/USDT,0.11716,0.12189,0.1149,0.11858,8528569.1,1011317.723878,0.0122065727699529,4545.86,-0.05,52.0,1947.8
2022-04-03,STPT/USDT,0.11865,0.11907,0.11048,0.1127,8461565.9,953618.47693,-0.0495867768595041,4545.86,-0.05,48.0,1947.8
2022-04-04,STPT/USDT,0.11251,0.11251,0.10115,0.10496,10324023.3,1083609.485568,-0.0686779059449866,4582.64,-0.01,52.0,1947.8
2022-04-05,STPT/USDT,0.10495,0.10654,0.10211,0.10305,5459370.1,562588.088805,-0.0181974085365853,4525.12,0.03,53.0,1947.8
2022-04-06,STPT/USDT,0.10302,0.10307,0.09387,0.09623,7587215.2,730117.7186959999,-0.0661814653081028,4481.15,0.11,48.0,1947.8
2022-03-24,STX/USDT,1.339,1.386,1.328,1.369,3389178.5,4639785.3665,-0.0189919649379108,4520.16,0.21,40.0,1856.3
2022-03-25,STX/USDT,1.369,1.399,1.325,1.343,2479747.7,3330301.1611,-0.0189919649379108,4543.06,0.18,47.0,1856.3
2022-03-26,STX/USDT,1.344,1.369,1.333,1.36,1236459.9,1681585.464,0.0126582278481013,4543.06,0.18,51.0,1856.3
2022-03-27,STX/USDT,1.36,1.449,1.352,1.445,3866747.8,5587450.571,0.0625,4543.06,0.18,49.0,1856.3
2022-03-28,STX/USDT,1.444,1.517,1.415,1.419,4454284.0,6320628.996,-0.0179930795847751,4575.52,0.11,60.0,1856.3
2022-03-29,STX/USDT,1.418,1.52,1.413,1.451,3573412.8,5185021.9728,0.0225510923185341,4631.6,0.06,56.0,1856.3
2022-03-30,STX/USDT,1.45,1.559,1.411,1.515,4410472.3,6681865.534499999,0.0441075120606477,4602.45,0.04,55.0,1856.3
2022-03-31,STX/USDT,1.515,1.573,1.425,1.439,3216083.4,4627944.0126,-0.05016501650165,4530.41,0.04,52.0,1947.8
2022-04-01,STX/USDT,1.438,1.467,1.383,1.461,2080014.7,3038901.4767,0.0152883947185544,4545.86,-0.05,50.0,1947.8
2022-04-02,STX/USDT,1.461,1.554,1.456,1.488,4275048.4,6361272.019200001,0.0184804928131416,4545.86,-0.05,52.0,1947.8
2022-04-03,STX/USDT,1.488,1.575,1.472,1.53,3007423.5,4601357.955,0.0282258064516129,4545.86,-0.05,48.0,1947.8
2022-04-04,STX/USDT,1.531,1.538,1.402,1.456,2067581.2,3010398.2272,-0.0483660130718954,4582.64,-0.01,52.0,1947.8
